Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación;Nivel de Reporte;Reporta a;Unidad Superior;Fecha de Aprobación;% Dedicación
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Consolidar indicadores operativos y proponer ajustes de procesos.;KPIs de Sucursales y Acciones Correctivas;20;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Genérica;Supervisar e implementar mecanismos de control y seguimiento que aseguren el cumplimiento de políticas internas.;Informe de Operación de Sucursales;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Supervisar la implementación operativa de procesos y servicios en las sucursales.;Cumplimiento Operativo de Estándares;20;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Monitorear el funcionamiento general de las sucursales y canalizar incidencias.;Reporte de Incidencias y Correctivos;20;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;Sí;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Específica;Coordinar con áreas de soporte para garantizar el funcionamiento operativo de las sucursales.;Planes de Contingencia y Gestión de Apoyo;20;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Genérica;Desarrollar y mantener el portafolio de productos de inversión, evaluando desempeño, riesgos y oportunidades del mercado. Coordinar con segmentos y canales para su implementación y monitoreo.;Portafolio de Inversiones Activo;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Diseñar y proponer nuevos instrumentos de inversión para personas y empresas.;Diseño de Nuevas Alternativas de Inversión;20;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Monitorear rentabilidad, riesgo y performance del portafolio de inversiones.;Reporte de Performance de Inversiones;20;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Coordinar con canales la difusión, asesoramiento y soporte comercial de los productos de inversión.;Campañas y Materiales de Asesoramiento;20;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Evaluar tendencias de mercado y ajustar la oferta de productos en función de oportunidades macro y regulatorias.;Revisión de Estrategia de Inversión;20;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Específica;Supervisar e implementar mecanismos de control y seguimiento que aseguren el cumplimiento de políticas internas.;Reportes de Cumplimiento Regulatorio;20;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Rentabilidad promedio de los productos de inversión por tipo;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Tasa de captación de nuevos inversores por producto;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Volumen total de inversiones administradas;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Tasa de retención de clientes inversores;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Performance vs. benchmarks de mercado por producto;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Número de nuevos instrumentos de inversión lanzados;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Tiempo promedio de respuesta a cambios regulatorios;;;;;;;
Inversiones;Productos;SGD;SGP Negocio > Productos > Inversiones;3;0;No;Táctico;Diseñar, gestionar y optimizar la oferta de productos de inversión del banco —como plazos fijos, fondos comunes y bonos— asegurando su alineación con las necesidades del mercado, la estrategia comercial, y los objetivos de captación, fidelización y retención de clientes, con una gestión eficiente de riesgos y rentabilidad.;Indicador;Porcentaje de cumplimiento de objetivos de captación;;;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Genérica;Diseñar, analizar y optimizar los productos de depósitos y cuentas.;Portafolio de Productos de Captación Optimizado;;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Relevar requerimientos del negocio, diseñar nuevas soluciones de ahorro y cuentas.;Nuevas Propuestas de Productos de Pasivo;20;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Evaluar comportamiento de captaciones y recomendar ajustes comerciales.;Informe de Desempeño y Recomendaciones;20;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Genérica;Coordinar y gestionar procesos críticos del área, alineando esfuerzos con los objetivos estratégicos del Banco.;Portafolio de Productos Pasivos;;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Diseñar nuevos productos de ahorro, cuentas y depósitos.;Diseños de Productos Pasivos;20;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Monitorear rentabilidad y volumen de captación de productos vigentes.;Informe de Rentabilidad de Pasivos;20;;;;;
Pasivos;Productos;SGD;SGP Negocio > Productos > Pasivos;3;0;No;Táctico;Gestionar el portafolio de productos de captación de fondos, garantizando su competitividad, sostenibilidad y alineamiento a los objetivos financieros y estratégicos del Banco.;Específica;Coordinar campañas con segmentos y canales para la captación de pasivos.;Ejecución de Campañas de Captación;20;;;;;
